id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
53y2hHY9gPhOZzoEh7umgq,Girls Go Wild (feat. Ximena Sariñana),Ximena Sariñana,51,2020-04-24,0.72,0.873,6,-4.462,1,0.0373,0.00563,0.0762,0.831,122.006,223787,4
4wwz9Ft24R5WOgWpZSOIo5,Take All Your Things,St Woods,45,2020-05-05,0.648,0.187,7,-11.204,1,0.87,9.41e-05,0.0979,0.239,95.104,216200,4
47okf9FXUNLHknAwoMI1L4,Picachu,ELENA ROSE,47,2021-06-25,0.543,0.722,1,-4.43,1,0.132,3.89e-05,0.379,0.405,167.904,167291,4
4hMKS6gf79eVQ70AkAXyCE,Como si nada,Kora,46,2021-07-30,0.692,0.587,6,-10.621,0,0.376,0.687,0.112,0.181,92.474,231569,4
2fDaX8wgmwzSYmdLmTDAIw,Hard To Love,Danny Avila,50,2019-10-11,0.753,0.568,7,-6.703,1,0.598,0.0,0.243,0.613,115.94,175139,4
3FiX402udtjX777EHZUAbU,Honest (feat. C. Tangana),C. Tangana,51,2021-09-24,0.532,0.615,0,-5.833,1,0.0391,0.00017,0.125,0.151,169.198,215348,4
5tFUmxCC7KNLfJzHz41c4X,(The Place),Teo Planell,45,2021-04-30,0.563,0.295,3,-10.854,1,0.65,0.0,0.769,0.15,129.87,262154,4
3bc2L7xATgHEXtNJdEJOv9,For a Song to Mean a Thing,Jack Bisonte,48,2019-04-05,0.579,0.336,2,-13.101,1,0.664,1.02e-06,0.245,0.189,98.283,206633,4
0jniFtpAyWN1hCtQdTllSg,Fogata,Mario Puglia,46,2021-01-29,0.874,0.51,4,-7.232,0,0.103,1.39e-05,0.479,0.654,125.021,173200,4
2hM0PMIP5aYPtRsI2PcckG,Tu Luz,Ters,42,2021-11-18,0.625,0.426,6,-6.001,1,0.884,0.00162,0.111,0.509,67.51,189732,4
2tKSIeksPzMglcIJVc83ID,Marte,Kora,49,2021-01-14,0.75,0.725,0,-7.547,1,0.569,0.495,0.221,0.642,119.982,163424,4
59Gf13MS5B8IyLG0ZjpWFX,De la cama al sofá,Tristicis,44,2021-09-03,0.571,0.142,3,-13.819,1,0.947,0.0,0.121,0.567,116.175,163614,4
2MBYMHjtOPxVtZxaKbQYxc,La Vida en Rosa,Pantera Blue,1,2020-07-30,0.611,0.348,5,-15.989,1,0.89,0.00118,0.115,0.396,140.041,128000,4
7sqEqSeZRKrQzdkukwxFEo,Disimulao,Alizzz,57,2021-11-26,0.83,0.501,11,-6.053,1,0.444,0.0398,0.103,0.76,139.996,219481,4
4OxSe2OdRDAEx8BO3CA5uD,Two Truths And a Lie,St Woods,42,2020-09-04,0.442,0.256,4,-13.345,0,0.0327,0.000314,0.0907,0.15,124.593,178971,4
4JGOvC538J2a5ACoonTvRZ,Olvídate,alPeDue,40,2021-09-24,0.75,0.691,10,-7.709,0,0.719,0.0,0.307,0.715,97.827,142605,4
3TArda30KGDCgfB3U9fmrC,Malabares,Yarea,45,2021-03-11,0.698,0.159,0,-16.507,1,0.875,3.42e-05,0.124,0.513,142.039,206197,4
5sNLvOP38aQxpjUeJ2VQsP,Corazon partio - En directo,Juan Azul,50,2019-09-27,0.676,0.13,7,-23.5,1,0.939,0.0908,0.0559,0.229,106.987,347306,4
63GbPS9LjpQgldJFEInkQ1,Ain't No Sunshine,Strange Fruits Music,56,2020-06-05,0.807,0.742,11,-9.271,0,0.4,5.66e-05,0.364,0.646,109.939,145438,4
6IzbcxRDPPA3bQmnFjBVck,Qué más da,yes I M,0,2020-07-17,0.893,0.224,0,-14.37,1,0.609,0.0981,0.247,0.299,117.983,210579,4
4vSRCnFOAIsBJLAbpjPoVY,Paciencia,Kora,0,2019-12-30,0.859,0.189,5,-12.279,1,0.897,0.000301,0.138,0.316,140.074,209543,4
36KSajo0NyH3eGgbS4AuJ7,roncola,Ankli,47,2021-08-27,0.831,0.468,9,-10.071,0,0.461,0.00979,0.0983,0.936,136.0,172942,4
7HNOGbbR726AfVEu89OQPt,Me Rehúso,Recoversión,55,2020-05-05,0.705,0.507,0,-6.755,1,0.907,4.2e-06,0.167,0.779,89.984,261816,4
7rvKogufniHwoxQIgdcGde,pizza,Gala Nell,43,2021-10-29,0.719,0.364,5,-8.838,1,0.596,0.0,0.253,0.44,112.034,167361,4
2MxxKlsVnSJnqYVG0BZJez,raro,Alba Mbengue,46,2021-11-05,0.503,0.497,9,-10.432,1,0.876,0.0,0.171,0.612,104.111,145143,4
3In29m8LwiMqdbjtOcsmt8,Ciencia Ficción,Ters,43,2021-12-16,0.631,0.549,9,-8.817,1,0.803,0.000631,0.101,0.307,119.971,196200,4
2W48o4UcesMLJZMwoL6B3o,Espiral,Yarea,43,2021-10-29,0.745,0.379,11,-10.25,1,0.816,0.00214,0.0607,0.573,116.997,187179,4
65593iaZFV6ShKpoZR8zg5,De una Manera,Tuiste,47,2020-10-09,0.671,0.358,9,-10.917,1,0.929,0.000918,0.354,0.521,89.768,176070,4
4cXeNKP5jqKXuVyhdDAN6n,Noche polar,vangoura,40,2021-11-26,0.718,0.603,6,-9.715,1,0.296,0.231,0.101,0.556,124.047,198013,3
0O1LWrTYFwP7tsnmjScSUQ,Te Va A Ser Mejor,Sen Senra,54,2021-11-25,0.56,0.81,10,-4.327,0,0.11,0.000322,0.0996,0.337,129.986,197245,4
1eKhGmIxCVwXHjxrh3aqT5,lyu2 (with marcos g),marcos g,40,2021-09-10,0.648,0.692,3,-6.156,1,0.413,0.000277,0.217,0.454,94.954,182526,4
65BOWApFwOCpGBuARFFk3H,Taxi en Nueva York,Bianca Steck,0,2020-12-11,0.533,0.311,4,-13.669,1,0.768,0.000532,0.283,0.21,104.225,197576,4
6ejAYAdo08qbPLrH4FEfYe,TOSCANA,Cardellino,59,2020-11-12,0.916,0.595,3,-6.634,1,0.635,4.5e-05,0.0754,0.794,117.951,169777,4
2awBptAxMcubyyJb9mHgrS,febrero,Gala Nell,0,2021-02-26,0.685,0.344,0,-11.472,1,0.911,3.04e-05,0.0913,0.349,110.021,188795,4
1H3uUBhA5X9YNdk1Ciw8ky,Osos de Colores,Ire,42,2021-06-11,0.615,0.694,7,-9.101,1,0.1,0.00167,0.142,0.889,76.997,152727,4
1L6bJMIZ7IpFE9zzbwKA42,lejos de aquí,Dualy,44,2021-12-10,0.854,0.291,1,-11.48,1,0.702,0.0,0.11,0.321,139.869,140295,4
2RZ8SjEJYJHZ8YCUzls77w,Flags,Coldplay,66,2020-12-21,0.55,0.796,7,-7.262,1,0.00107,1.18e-05,0.123,0.51,89.876,216493,4
5QO79kh1waicV47BqGRL3g,Save Your Tears,The Weeknd,90,2020-03-20,0.68,0.826,0,-5.487,1,0.0212,1.24e-05,0.543,0.644,118.051,215627,4
4qu63nuBpdn0qHUHuObEj1,Leave Before You Love Me (with Jonas Brothers),Jonas Brothers,87,2021-05-21,0.721,0.738,7,-4.77,1,0.00226,4.41e-06,0.118,0.637,119.976,154983,4
2VA9AQAyYgItqq1KE3AtKr,Es Así,Lucía Fernanda,42,2021-06-18,0.841,0.683,8,-7.065,0,0.0981,1.97e-06,0.0921,0.801,85.041,170824,4
5RoHs6F9G5eH1kl488diEu,Viernes Siento Amor,Confeti de Odio,43,2021-02-12,0.574,0.288,2,-14.586,1,0.903,0.192,0.139,0.296,110.922,198919,4
07bx4AFTgpteGlUGl08BhM,Ni Modo,LOWLIGHT,41,2021-12-10,0.729,0.572,1,-7.367,1,0.378,0.0,0.1,0.669,80.026,135238,4
4qMuAUOsR9JXjBY3bJozwg,Me da igual,Rorro,45,2021-10-01,0.748,0.339,11,-11.816,0,0.858,0.0,0.114,0.543,133.884,147090,4
7ayopKtCQTOEDpRB5xpU6I,Jugando a los Sims,Jimena Amarillo,45,2021-10-29,0.749,0.61,0,-7.16,1,0.076,0.00422,0.285,0.83,100.008,159649,4
2ehzgbfJuRUvEB4Pkm4Ic1,lejos,Bratty,50,2021-05-19,0.725,0.524,0,-7.431,1,0.333,0.251,0.128,0.595,92.005,202147,4
3tOL0pyXgBItLfOsen62mM,ahora que no está$,D3llano,43,2021-12-10,0.851,0.323,5,-10.163,0,0.388,7.14e-06,0.146,0.34,120.035,150266,4
0badCIatdC2ymQUvwCFQUz,Story To Tell,Ambar Lucid,42,2020-02-10,0.593,0.524,0,-7.06,1,0.112,0.000646,0.0811,0.361,93.973,195239,4
1ABS9lKaZ1uXkXCqr9zFO7,Kids Again,Sam Smith,63,2020-10-30,0.666,0.726,11,-2.998,1,0.486,0.0,0.0892,0.468,128.044,207528,4
0E4Y1XIbs8GrAT1YqVy6dq,Afterglow,Ed Sheeran,82,2020-12-21,0.641,0.324,11,-5.851,1,0.698,0.0,0.328,0.273,110.184,185487,4
3MSZpokwCtkv9BV0vS3uGr,Catch & Release - Deepend Remix,Bob Van Ratingen,0,2015-09-18,0.833,0.55,1,-8.622,0,0.488,0.00049,0.109,0.142,105.006,195573,4
6bSd93w8W7RQ970ZdJhNKy,Ya no siento nada,Blackpanda,39,2021-12-09,0.758,0.629,0,-6.893,1,0.00701,0.00919,0.0931,0.266,125.993,185813,4
1rEHH6Wrm0iuv61O1oM2nc,6º,Ganges,40,2021-01-28,0.658,0.475,4,-9.593,0,0.233,2.35e-06,0.174,0.527,120.033,192000,4
46frPLWZuQlMLyelCLYpL0,I Told You,James Blunt,44,2019-10-11,0.668,0.583,9,-8.191,1,0.462,0.000679,0.143,0.821,91.041,151807,4
14d79QOV2pvJHH9vlUfZwJ,Love To Go,Kelvin Jones,59,2020-04-17,0.755,0.783,11,-6.256,1,0.605,0.00663,0.203,0.419,104.022,169354,4
68K6Lxx43i0d8SItvjQDuC,Oceans Away,Sofía Valdés,42,2021-02-05,0.776,0.605,1,-5.961,0,0.511,0.000224,0.119,0.639,135.011,182527,4
5b19IPegprOMgLPDtC1Cyf,Islas Desiertas,Casero,39,2020-03-19,0.596,0.304,0,-13.116,0,0.00904,0.237,0.127,0.0548,141.904,235990,4
2sBRjpaBeItdrjSYLkyYQA,Take It All,Blush'ko,53,2020-03-13,0.891,0.671,11,-10.672,0,0.177,4.41e-05,0.134,0.309,112.991,187965,4
1s8QRwM3pW5ekIUKwlHsxo,No sé qué tienes,Ire,40,2021-10-22,0.741,0.605,11,-7.911,1,0.0429,0.0,0.111,0.849,118.019,174976,4
6XwzqYvCuuakLIL8TZZSdC,Size of Relief,Young & Sick,0,2019-05-03,0.802,0.596,2,-7.358,0,0.00889,0.629,0.0826,0.328,111.006,237845,4
2AbhqUAK0wukEWyb61jqNN,Sun Is Shining,Lost Frequencies,51,2019-08-09,0.619,0.852,1,-7.096,1,0.00681,0.021,0.108,0.209,121.985,189243,4
1bsIAUFEZmpmZHYMhlY6IS,nemo,Gala Nell,36,2021-11-26,0.473,0.291,0,-9.711,1,0.59,0.0,0.276,0.241,150.022,163513,3
2cJCPpy5Iwgon0wORjxJan,Quieres de mi,Gamboa,42,2021-01-20,0.774,0.368,7,-12.337,1,0.186,0.189,0.111,0.328,74.994,192000,4
4jyiop97KBE8cDN5HwvKnB,Handful of Water,Sofía Valdés,47,2020-10-16,0.631,0.503,1,-7.857,0,0.327,0.0,0.14,0.753,209.06,151747,4
3hEPKX4FgfYPhBjSw1Nejq,Time After Time,Paratone,67,2020-11-06,0.609,0.635,11,-7.151,0,0.215,4.88e-05,0.424,0.278,116.063,161053,4
5H4s0E08rg6xIOl4hELDVr,Joshua Tree,Leviro,59,2021-03-19,0.705,0.5,7,-9.477,0,0.0199,1.38e-05,0.509,0.291,113.955,120746,4
3DoK6QLLX0YfYbhGiZx1B8,The Rain,SRTW,56,2021-02-05,0.75,0.309,7,-13.642,1,0.343,0.916,0.0744,0.067,113.022,104071,4
4b6QTCGNnMV0yT8dyTo72t,Under Water,Laila Montana,57,2021-02-12,0.684,0.561,5,-8.369,1,0.57,0.0408,0.0947,0.279,115.995,118190,4
1ccuOscz35pbW1llFDofXP,Malibu,nourii,59,2021-11-05,0.732,0.473,5,-12.431,0,0.755,0.026,0.146,0.455,117.042,128333,4
6wxxsiyUpnFammFjZPgi7V,Keep Burnin,Young Jamie,50,2022-01-14,0.709,0.27,8,-16.197,1,0.636,0.901,0.111,0.327,115.946,117931,4
3JHiGCxTJCPEPeBcSpRWJF,Alibi,Diana,58,2021-08-20,0.559,0.369,8,-12.689,1,0.724,2.67e-06,0.474,0.452,113.02,123451,1
5xy8yHtC2E9mbVT45Z1VpO,The Sun,Mauve,56,2021-09-24,0.452,0.352,11,-17.66,1,0.733,0.00578,0.155,0.0761,110.867,157838,4
0YppgY5etVGtzgQoAwUt0I,Ridin' Like,POURI X,54,2021-05-21,0.529,0.424,0,-14.03,1,0.138,0.00112,0.219,0.44,111.962,121607,4
1vQVWPCM7drvTSS4lrJjQH,Lost with You,Will Church,58,2021-05-28,0.613,0.433,5,-13.22,1,0.715,4.58e-06,0.136,0.13,110.957,131081,4
2VZf4ryWtbnUlSoZxErcb7,Get Closer,Nokyo,57,2021-12-10,0.718,0.528,4,-11.704,0,0.724,3.6e-05,0.492,0.12,109.992,118636,4
6hxdw7ZDj7dmhpEo1TB0Fh,Alaska,Nina Young,57,2021-04-30,0.687,0.354,8,-17.794,1,0.822,0.343,0.111,0.21,110.013,108545,4
3W0kHeWerl26yEUAfS3v1J,Afraid to Love,COLIN,55,2021-11-26,0.705,0.375,3,-15.933,1,0.449,0.162,0.0936,0.214,109.947,101455,4
5lRHdU6iTetSjWFjr2qS02,Gravity,ROYDIG,54,2021-03-26,0.749,0.608,0,-9.058,1,0.409,0.0944,0.15,0.82,110.006,108990,4
0cntcDIqNANngv4ZUg38nY,In My Mind,Aurila,57,2021-04-23,0.646,0.436,11,-13.975,0,0.815,0.0131,0.177,0.377,109.975,124636,4
6q2GNZupAP29UtgYrrmEIm,Won't Stay Away,YVO,54,2021-10-15,0.452,0.358,0,-15.045,1,0.573,0.0,0.0975,0.235,110.106,121081,4
44ryv4o9yTPKRtR3dmsIBD,Ocean Avenue,Katata,54,2022-01-07,0.619,0.322,8,-13.006,1,0.728,0.000178,0.173,0.317,109.172,114358,4
1w9xdgK0XAkAdn31cHPsCL,Airplane Mode,GEPPS,58,2020-12-04,0.679,0.605,6,-7.448,1,0.636,0.000224,0.097,0.817,109.962,115500,4
13uSzoPUZyOwaofZStZiDT,Just Can't Take It,GEPPS,54,2021-05-07,0.662,0.445,6,-15.05,1,0.822,2.75e-05,0.216,0.483,110.026,124364,4
2ucWZ0ylgaurUWbOfYZP8m,Smile,No Treasure,56,2021-09-24,0.839,0.417,6,-13.43,1,0.54,0.000127,0.24,0.919,109.966,116537,4
7sqFeaiw9cxvlG7NTeSJyu,I Know You,GEPPS,55,2021-01-29,0.564,0.625,7,-10.205,1,0.903,0.0328,0.313,0.217,107.913,102778,4
6Geuq74b7to0pztVl8oyXi,Rhythm of My Heart,CLOSR,56,2021-08-13,0.54,0.598,1,-11.278,0,0.269,0.000405,0.332,0.704,106.943,112617,4
0nnSDBKEMlu3DHgNZGTOoX,Slow Down,Sages,42,2022-01-21,0.596,0.268,9,-16.332,0,0.612,0.000232,0.135,0.263,105.107,149714,4
0RaDxGeEvSYfgZGtGB6KIv,Pretty Lies,Ocean Ave,57,2021-01-22,0.605,0.482,3,-9.118,1,0.692,0.00173,0.296,0.209,105.066,116374,4
5EWJ1oUZ6ql1lKaBdgXHtW,One Last Time,Hanniou,57,2021-09-10,0.531,0.351,6,-14.41,1,0.42,0.263,0.124,0.235,103.881,112356,4
5Ofm2KuG9nIEha5IsdySR0,Let U Go,Oyzeau,55,2021-09-17,0.626,0.552,7,-13.63,1,0.236,0.0372,0.171,0.475,105.029,121487,4
2mjSiVGmVNOWrGmKx4BrXb,For the Night,RED,54,2022-01-07,0.628,0.333,6,-16.214,0,0.377,0.00424,0.299,0.391,105.138,156571,4
63lDzy6ceZgfzkmpIrkmoC,Malibu,WAVO X,49,2022-01-14,0.533,0.407,3,-14.223,0,0.348,1.36e-05,0.234,0.31,105.132,100571,4
1JO6viRiccD0kmsLS5PAof,Never Say Goodbye,COLIN,50,2022-01-14,0.597,0.473,1,-14.233,0,0.467,0.00365,0.245,0.351,102.899,114393,4
5r9wVdQc2wLjuhEHDSC5ES,Head in The Clouds,GEPPS,56,2021-01-08,0.582,0.548,5,-7.051,1,0.39,0.0,0.469,0.411,104.068,122308,4
0p874cho40bM8HTxGaorjx,Be Alive,Nokyo,57,2021-03-19,0.559,0.519,11,-11.287,0,0.305,0.0148,0.194,0.241,100.037,142200,4
0hdwByRwt345Z5nbtkFZc5,Monument Valley,Leviro,57,2020-12-11,0.694,0.419,7,-12.079,1,0.486,1.06e-05,0.122,0.165,96.964,121490,4
6PjzOwLA7ZqY5VHLpxeYPI,Let Go,Pool Blue,57,2020-09-18,0.688,0.44,9,-11.71,0,0.122,0.257,0.16,0.246,99.994,110087,4
1skoVnWNsE03Elp6XizfUa,Let It Go,Sages,55,2021-12-10,0.456,0.338,10,-15.224,0,0.146,0.000164,0.175,0.19,100.126,120600,4
0YX3hSHAcLMNE9r18NvnWN,See Me Like That,YVO,55,2021-12-10,0.535,0.327,2,-15.358,1,0.807,1.84e-06,0.09,0.216,101.924,123529,4
4l7gfaL2EDvuJWEuLcNpvA,Ocean Eyes,NOVUM,56,2021-08-20,0.612,0.626,2,-10.925,0,0.0672,0.00112,0.275,0.548,102.013,105882,4
5NoXrfbI9I4Pc3cCeJdxjh,Done,Nokyo,56,2021-06-18,0.667,0.476,11,-12.141,0,0.502,1.04e-06,0.787,0.445,105.083,113143,4
2HdOUMZObCV4MztWCWyDOb,Daylight,Nevertown,49,2022-01-14,0.704,0.259,1,-17.002,0,0.525,0.0326,0.12,0.364,104.908,157714,4
22Vc2xWl37s1f0P9cbjIdR,Down from This High,AINT,57,2020-12-18,0.708,0.634,0,-8.588,1,0.0659,0.0,0.231,0.351,106.055,110377,4
5shwCOL2t5w0IDUgvqzSBh,Paradox,Nina Young,56,2021-04-30,0.663,0.577,5,-12.802,1,0.714,0.944,0.146,0.179,108.127,111667,4
0nDdDORDbFCuUmENm9nzT6,In Love (Don't Wanna Be),Oyzeau,56,2021-10-22,0.591,0.523,2,-12.708,0,0.486,3.09e-06,0.141,0.158,111.042,115960,4
7yBnbyWted0Q6RAyJnHKk1,Won't Let You Go,POURI X,57,2021-03-05,0.644,0.665,5,-11.109,0,0.696,0.84,0.146,0.174,109.938,113727,4
2mKVViSvCCrm6dzBCuLWyd,When It Rains,CLOSR,59,2021-06-04,0.778,0.382,10,-13.58,0,0.531,0.000517,0.245,0.372,112.984,117743,4
52yq0r1kM8K6ZhAdcyZvJu,So Easy to Love You,AINT,61,2021-03-26,0.658,0.445,5,-7.667,1,0.62,0.0,0.349,0.223,112.007,122277,4
50SsIA2Gmd1E4BpwZTsWiQ,Can't Say No,Axel Ehnström,56,2021-05-07,0.647,0.378,0,-12.798,0,0.48,0.000849,0.166,0.148,111.948,111295,4
0hGZr5MPCKTIyaxi5HHIRK,7th Heaven,DuneBoy,54,2022-01-14,0.844,0.46,0,-13.526,1,0.447,0.00026,0.109,0.451,113.9,115789,4
4f3dRsoRPTS0gnSiy81JqL,Not Anymore,CLOSR,51,2022-01-07,0.577,0.643,0,-12.086,0,0.0567,0.0223,0.193,0.231,114.114,126337,4
3z4fITtDMiyTDmg2OexRYv,Souvenir,Sages,57,2021-08-20,0.622,0.554,7,-13.087,1,0.222,0.367,0.178,0.415,114.939,123130,4
4hs3OgVOAYtTfnM4k3NPCL,Set Me Free,Axel Ehnström,56,2021-03-26,0.514,0.455,5,-11.232,1,0.764,0.00052,0.112,0.114,115.162,136174,4
2S7L5RKzVrE1T8gTCPJm71,Someone You Love,Nokyo,56,2021-12-17,0.636,0.367,7,-13.041,0,0.766,2.31e-06,0.0932,0.48,114.938,123130,4
7HK3UspGs2vSZE4MvZybqr,Go Now,Leviro,56,2021-04-09,0.823,0.549,8,-8.531,0,0.063,1.79e-06,0.14,0.562,115.018,119609,4
1DCTUID28mJuPybdseYbyz,You Got Me,Fella Sleep,56,2021-09-10,0.714,0.263,11,-19.76,1,0.667,0.161,0.13,0.368,118.028,105763,4
18LWBWoUUcBX9r1qUzNSbM,The One,Ladina Viva,48,2022-01-14,0.737,0.392,7,-11.671,1,0.02,0.0,0.111,0.387,115.005,136087,4
5czxihUjEKQ8JNA6jQ9Fbi,The Sky Is the Limit,VANBLI,48,2022-01-14,0.759,0.396,10,-15.132,1,0.852,0.664,0.106,0.415,114.981,136174,4
7HEhUhF8jcJVqTOGR6BNOQ,Heaven Is a Place on Earth,kaii,57,2020-06-26,0.696,0.819,8,-6.155,1,0.171,2.79e-06,0.62,0.44,112.991,160446,4
6gOFS1DicuJRiLSB4ZDorp,Like a Dream,Mauve,63,2021-12-10,0.737,0.476,0,-15.889,1,0.583,0.0049,0.172,0.309,117.076,151795,4
34MZNSs5u18dx1iAazOdjj,Chevrolet,Nokyo,56,2020-11-27,0.63,0.658,7,-8.196,1,0.0497,0.00412,0.882,0.148,117.002,133333,4
2Yg1eqr6bPvH77baHLQRE7,Hush Hush,NOVUM,55,2021-08-06,0.733,0.375,1,-15.021,0,0.279,0.106,0.118,0.643,117.034,135385,4
