,id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
18,2rjCYP9ibN6tYXNWF6AqSk,Late,Pol Granch,45,2019-02-08,0.766,0.482,7,-7.166,1,0.182,0.0,0.163,0.635,104.166,167600,4
19,3UI9I3e1g1y5T3SMfdgfGO,Colgando en tus manos (con Marta Sánchez),Marta Sánchez,75,2009,0.836,0.637,6,-4.803,1,0.535,0.0,0.129,0.875,120.025,230280,4
20,24UStI5AYA7g5ufFDh3LH0,Por la boca vive el pez,Fito y Fitipaldis,63,2006-09-11,0.641,0.892,0,-2.812,0,0.255,1.01e-05,0.221,0.841,151.229,269373,4
21,428cFrawSqeLoyooQjAW9d,La casa por el tejado,Fito y Fitipaldis,61,2003-09-01,0.734,0.852,7,-5.632,0,0.323,2.27e-05,0.421,0.89,149.976,267760,4
22,4VRP8DfxO2qQOZrnbaj324,Enamorate,Dvicio,51,2014-09-08,0.665,0.843,0,-4.215,1,0.285,0.0,0.422,0.78,93.993,194893,4
23,3Th2of8xIYyImVLXUbzaTp,Tenia Tanto Que Darte,Nena Daconte,60,2008-01-01,0.642,0.603,1,-3.794,1,0.0465,0.0,0.448,0.493,124.978,204560,4
24,0CQPWcVvEP0YqJudrQp3Pt,Pastillas para Dormir,Estopa,50,2015-10-02,0.6,0.677,4,-7.742,1,0.206,0.0,0.167,0.416,93.988,197800,4
25,0eVborSuxUeSg0meWYd9dZ,Soldadito marinero,Fito y Fitipaldis,65,2003-09-01,0.718,0.431,2,-8.736,1,0.132,0.000165,0.0686,0.324,139.618,254373,4
26,0mGvaKpwLYoybnIoboC3uS,Yo Te Esperaré,Cali Y El Dandee,67,2012-01-01,0.481,0.81,9,-5.704,1,0.234,0.0,0.0809,0.328,175.697,232253,4
27,0Gw9QC3RqHmTdGqHIWLHb6,La isla del amor (feat. Maki),Maki,56,2017-03-03,0.593,0.785,0,-5.896,1,0.455,0.0,0.0682,0.765,94.869,219413,4
28,2sqMdBl5K1lpdm22BTiqBd,No Importa Que Llueva,Efecto Pasillo,0,2014-11-12,0.685,0.854,1,-6.001,1,0.0629,0.0,0.206,0.787,103.039,200038,4
29,3u5GmyJP2MU3tEJgyiAG2T,Indios y Vaqueros,Álvaro De Luna,56,2018-08-01,0.606,0.797,8,-6.23,1,0.0607,0.0,0.366,0.851,100.015,184001,4
30,2T0hFOkypPat3w4K5mc7fc,Cuando Brille el Sol (with Manuel Espana),Manuel España,41,2010-05-11,0.489,0.945,2,-3.297,1,0.00053,3.23e-06,0.122,0.815,161.17,240453,4
31,5QhOF5HXgZ0OFUZSE5kEv1,Nada Fue Un Error,Coti,65,2003-01-01,0.622,0.818,9,-6.784,1,0.0831,0.0,0.31,0.849,138.495,208200,4
32,79eUc9cUUoUOO1b5znphiU,Física o química,Despistaos,57,2008-10-14,0.619,0.904,7,-3.784,1,0.06,0.0,0.378,0.962,99.982,191827,4
33,7HJKzIgaNgDgo3p3a2ToR6,A Dios Le Pido,Juanes,0,2000-01-03,0.676,0.842,7,-3.513,1,0.0642,0.0,0.0946,0.933,96.95,205373,4
34,43xS1NyVUdcQYYhL1FULhX,No Puedo Vivir Sin Ti,Aitana,0,2017-10-31,0.471,0.511,0,-7.329,1,0.117,0.0,0.128,0.434,121.262,173160,4
35,15RAXEkBCh62ZB6xddv0wO,Nada Fue Un Error - Live In Spain / 2005,Julieta Venegas,49,2005-01-01,0.614,0.953,9,-2.046,1,0.0408,7.87e-05,0.934,0.535,138.509,225693,4
36,3vWlnZninUuZlziUFepx29,Sentir,Beret,0,2017-03-24,0.75,0.423,1,-13.384,1,0.78,0.0,0.115,0.965,97.121,133035,4
37,476qF2YsjlF2pBNgbn0Q4E,Estoy Hecho De Pedacitos De Ti,Antonio Orozco,58,2011-01-01,0.534,0.49,2,-6.788,1,0.232,0.0,0.119,0.332,144.11,218520,4
38,35rm7tY2YiGG2H4yDbqj87,Por quererte,Efecto Mariposa,49,2009-04-28,0.703,0.833,2,-3.764,1,0.0762,0.0,0.147,0.887,139.959,254373,4
39,211npcuencf7BGJ4eDYDne,Puede Ser,El Canto Del Loco,47,2009-11-24,0.641,0.477,11,-7.369,1,0.289,0.0,0.103,0.421,94.037,177400,4
40,1TtwCkFbGv89XmuUNmoINt,Puede Ser (with Amaia Montero),Amaia Montero,59,2002-03-01,0.412,0.591,11,-4.673,1,0.398,0.0,0.119,0.344,188.376,181027,4
41,0HwA568tvDPPSyT3k3XVRa,Esencial,Beret,50,2017-08-24,0.63,0.863,7,-5.507,1,0.154,0.0,0.122,0.754,99.344,162150,4
42,2V4hc5gplg7EXlrRUvD4rp,Presiento,Aitana,69,2018-10-25,0.711,0.727,2,-3.15,1,0.168,0.0,0.296,0.465,180.039,174380,4
43,5vCgDt0CtheaWVKzMW5KkO,Cero,Dani Martín,56,2013-09-17,0.491,0.677,11,-4.193,1,0.152,4.78e-06,0.221,0.358,82.032,259880,4
44,1VB4sadHjFcFklHcZuoROi,Como Camarón,Estopa,64,1999-10-18,0.499,0.721,9,-9.615,0,0.216,9.74e-06,0.295,0.843,140.4,202027,4
45,7BWK5DJqUL8lBXojKKSKyj,16 Añitos,Dani Martín,31,2010,0.62,0.587,0,-8.014,1,0.0364,0.0,0.111,0.412,112.023,253733,4
46,3c7U2Kj8YL8BquVmEhybCR,Si por mi fuera,Beret,49,2019-10-21,0.701,0.748,2,-5.717,1,0.0269,0.0,0.102,0.875,150.078,208824,4
47,3gPOFPYLgpvQz0ZMwmv7NE,Te echo de menos,Beret,53,2018-10-19,0.658,0.714,0,-5.086,1,0.206,0.0,0.114,0.362,159.9,194986,4
48,0GeUyDNaZe5LSvyaYS1boH,Dime Quien Ama de Verdad,Beret,0,2016-08-12,0.762,0.407,1,-9.658,1,0.51,0.0,0.135,0.633,82.062,178000,4
49,1bKLec07c65Zt7RV5Xt5yo,Ojalá,Beret,0,2017-04-21,0.503,0.615,5,-9.128,1,0.661,0.0,0.122,0.318,153.478,220909,4
50,6e8VRfJBGDJzS6EDcfokIq,Diez Mil Porqués,Beret,0,2016-08-12,0.718,0.611,7,-7.502,0,0.319,0.0,0.132,0.597,139.917,210151,4
51,7HNJNqsBZ7qc6UmYEq8bie,Lo siento,Beret,0,2018-03-09,0.419,0.407,11,-9.011,0,0.576,0.0,0.138,0.309,79.839,229939,4
52,7piXNyrajEfqhOkzgDq2Ts,Me llama,Beret,45,2019-04-26,0.682,0.55,1,-5.91,1,0.175,0.0,0.116,0.271,90.727,211180,4
53,5SDjlJ4jMFrzrWxn3m010S,Esencial,Beret,0,2017-06-30,0.759,0.852,7,-6.109,1,0.167,0.0,0.145,0.784,99.951,162300,4
54,7KNcwowzwQF4u2DVXf12k5,Mira Mujer,Beret,0,2016-08-12,0.496,0.799,8,-6.707,1,0.162,0.0,0.146,0.759,167.818,188235,4
55,52kTrxnClzCBgc8pf9SyLU,Bye Bye,Beret,0,2016-08-12,0.78,0.56,10,-8.193,1,0.277,0.0,0.0815,0.932,92.144,190833,4
56,2W7dvnZHuATpy9jKot6wS3,Volar,Macaco,49,2015-03-23,0.719,0.546,4,-7.063,1,0.564,0.0,0.116,0.817,100.939,211293,4
57,1LyZX8u8DqVFULMViZUwcn,"Quiero, Quiero y Quiero",Arnau Griso,39,2019-06-14,0.771,0.748,6,-5.18,1,0.0993,0.0,0.105,0.774,107.954,205933,4
58,3hlWUNjAlbZ6nOjAbrivBv,Princesas,Pereza,62,2005-04-07,0.683,0.846,7,-3.551,1,0.0634,0.0,0.346,0.706,131.884,217000,4
59,1gkBsKxTpVHIn1nLf05CUo,Peter Pan,El Canto Del Loco,56,2008,0.568,0.832,4,-3.358,1,0.29,0.0,0.204,0.48,92.452,259720,4
60,71M1szVbVYZM5M6QlIm6aC,Sueño (con Pablo Alborán),Pablo Alborán,56,2019-10-25,0.667,0.613,8,-5.604,0,0.372,0.0,0.174,0.54,105.064,185482,4
61,7o1NTaU7Mf1GGjKTQ8KXv4,Causa Y Efecto,Paulina Rubio,19,2009-01-01,0.631,0.826,0,-6.196,1,0.00388,0.0,0.225,0.312,135.906,206013,4
62,7o0kV6oNSTVxcxvbGpUcms,Ni Una Sola Palabra,Paulina Rubio,43,2013-01-01,0.76,0.826,5,-3.997,0,0.0459,0.0,0.109,0.619,130.321,232067,4
63,2jCKumLNhm0y8DLYRM0XLB,Volverte A Ver,Juanes,43,2005-01-01,0.611,0.697,6,-4.939,1,0.0523,0.0,0.179,0.749,85.007,217547,4
64,01XfZZz4TAYbSDIIWdawzT,"No Pide Tanto, Idiota",Maldita Nerea,51,2014-10-06,0.63,0.8,6,-5.486,0,0.0119,4.3e-06,0.185,0.905,101.996,224280,4
65,04u9U3bDD9dVZFDDI8v0ME,Paraíso,Dvicio,54,2014-09-08,0.643,0.891,10,-3.343,1,0.431,0.0,0.121,0.933,87.989,180653,4
66,5BSclXJTa9B0iURhUjZo50,La Tortura (feat. Alejandro Sanz),Alejandro Sanz,75,2005-06-03,0.74,0.783,0,-5.367,1,0.0297,0.000308,0.123,0.812,100.011,212893,4
67,1OpqdXV4GPhsSkV5i9njeZ,Bailarina,Maldita Nerea,44,2017-09-08,0.55,0.909,5,-4.428,1,0.00431,0.0,0.0778,0.598,129.979,224960,4
68,0JXRA6bYdnwkHYAlIwEWb8,En el Mundo Genial de las Cosas Que Dices,Maldita Nerea,46,2011-05-16,0.59,0.669,7,-9.15,1,0.505,0.0,0.0993,0.451,92.021,253520,4
69,3KEGMp2mXdoavzQSf9zWwX,Mira Dentro,Maldita Nerea,38,2014-10-06,0.557,0.638,0,-7.433,1,0.239,5.13e-06,0.162,0.613,88.057,250533,4
70,0bjZs2VTiGpKoMh4AETRMt,¿No Podiamos Ser Agua?,Maldita Nerea,28,2012-11-27,0.682,0.699,0,-6.731,1,0.0838,0.00253,0.206,0.885,135.909,242307,4
71,2dUKJTqOnlnBSd0N2PlveV,Sin Tu Piel,Nil Moliner,46,2017-12-01,0.853,0.824,11,-6.635,1,0.186,0.0,0.131,0.95,117.928,220000,4
72,41oUguXMyo8KAzq8cTo92S,Marzo en febrero (feat. Ana Fernandez),Ana Fernandez,47,2018-04-06,0.578,0.369,7,-9.376,1,0.777,0.0,0.107,0.287,82.147,202177,3
73,6ye25NazQfUWrCTdCH3cXX,Fuego,Estopa,47,2019-05-31,0.669,0.85,9,-4.895,0,0.049,0.0,0.369,0.845,100.103,193261,4
74,55BClNby0SuB7MHxp1Tdn8,Ya Nada Volvera a Ser Como Antes,El Canto Del Loco,55,2003,0.644,0.784,8,-4.577,1,0.0819,0.0,0.0765,0.918,132.028,175867,4
75,3DhD3hWyou0QluBBTSiBC5,No Digas Nada (Déjà Vu),Cali Y El Dandee,53,2014-01-01,0.493,0.857,11,-4.439,1,0.253,0.0,0.249,0.428,176.063,213467,4
76,3ozuHMral4k7ALNOgPdxQ8,El Primer Día del Resto de Mi Vida - Directo Primera Fila,La Oreja de Van Gogh,58,2013-10-28,0.599,0.806,2,-5.341,1,0.0979,2.01e-06,0.963,0.492,96.962,262840,4
77,0Ttqiz6DNvPkThvbnr9vYJ,Solo Si Es Contigo (feat. Bebe),Bebe,54,2017-03-03,0.574,0.59,7,-6.205,1,0.329,0.0,0.103,0.96,175.2,216000,4
78,2YFJG4WtA9zuNB9qkHcOyb,Por Siempre,Cali Y El Dandee,47,2014-01-01,0.744,0.905,0,-2.834,1,0.00384,0.0,0.0782,0.691,128.064,211587,4
79,2ZY4JhvBJftNIXigwCbGhw,Mi Canción (feat. Cali Y El Dandee),Cali Y El Dandee,39,2013-06-18,0.754,0.907,10,-1.86,1,0.0404,0.0,0.0305,0.72,96.028,215173,4
80,5Cbo7oz78gqkzV3EAM63VA,+,Cali Y El Dandee,59,2019-12-17,0.561,0.666,8,-4.243,1,0.106,0.0,0.123,0.675,160.019,219367,4
81,7MKO7rUZzjw8p87zdZDgqa,Besos,El Canto Del Loco,60,2005,0.576,0.909,10,-3.306,1,0.00679,4.42e-06,0.134,0.544,104.971,145827,4
82,3DfUO7e24abpbIreUpUK4B,Soldadito de Hierro,Nil Moliner,44,2019-02-22,0.716,0.344,9,-7.528,1,0.87,0.0,0.0945,0.412,81.86,142965,4
83,7FiJDEUzVyXPZHtmq2B98U,Te Necesito (Déjà Vu),Cali Y El Dandee,44,2014-01-01,0.502,0.888,5,-4.197,1,0.0291,0.0,0.15,0.442,183.629,212227,4
84,1bnndvVP4nEr2XGU1YFh1W,Cupido,Air Magno,0,2018-12-05,0.732,0.413,4,-9.269,1,0.93,2.03e-05,0.071,0.541,90.959,155604,4
85,1fXKStjVOTmBEwjAnFSNkc,Enamórate De Alguien Más,Morat,65,2019-12-12,0.592,0.643,11,-5.608,1,0.466,0.0,0.315,0.579,145.979,229107,4
86,1sPw28uimhBPPvxpwmfljV,Cuando Éramos Dos,Álvaro De Luna,50,2018-07-05,0.56,0.589,6,-5.612,0,0.135,0.0,0.109,0.712,100.04,205059,4
87,2b3JxLi8KAiOsD8ehnOxDZ,Vas A Quedarte,Aitana,52,2018-11-29,0.395,0.508,7,-3.522,1,0.795,3.63e-06,0.0627,0.168,89.859,226213,4
88,56siqUhoIvHoUJ4TwtHkAe,Hecho Con Tus Sueños 2012,Maldita Nerea,30,2012-11-27,0.697,0.687,1,-5.933,1,0.034,6.34e-05,0.253,0.655,134.017,237413,4
89,5yMTrGU79hBaZNyFqWf9AA,Hecho con tus sueños (feat. Leire Martínez),Leire Martinez,32,2014-10-31,0.565,0.827,7,-6.686,1,0.205,0.0,0.358,0.903,184.873,213275,4
90,671sG3ETDxC3L6qcGIrHRM,A Dónde Vamos,Morat,65,2019-10-31,0.627,0.608,0,-12.914,1,0.00677,0.0,0.233,0.955,149.029,203102,4
91,33DRqd2LBqENdAV0zKq3ib,Si te vas,Blas Cantó,28,2019-07-26,0.604,0.6,2,-8.496,1,0.243,0.0,0.251,0.24,93.982,208723,4
92,535Wgqb2M1WmqlkwUYsuWV,Vuelve,DCS,48,2015-10-16,0.661,0.677,5,-6.468,1,0.628,0.0,0.0793,0.958,174.069,213240,4
93,7dx0Funwrd0LRvquDFQ8fv,Lumbra,Shaggy,54,2017-01-20,0.722,0.84,0,-3.633,1,0.0564,0.0,0.618,0.841,92.005,197087,4
94,7ojH6H4wE6XJNgzU4uvNc8,A Partir De Hoy,Sebastian Yatra,50,2018-03-16,0.652,0.857,6,-5.044,1,0.186,0.0,0.377,0.504,163.963,196803,4
95,2DAULesb1U4Qz4FSTZpEUJ,Por Fin Te Encontré,Sebastian Yatra,67,2015-09-24,0.645,0.821,11,-3.679,1,0.0492,0.0,0.193,0.844,179.968,250837,4
96,5GGQ4wZeVj26tkUnRA6jgC,Tú Me Obligaste,Cali Y El Dandee,47,2017-11-03,0.731,0.822,0,-4.681,1,0.124,0.0,0.234,0.618,94.963,203737,4
97,7hv7synVPhVu30Ex2amJQc,No Te Preocupes por Mi,Leiva,55,2019-03-22,0.481,0.598,7,-5.987,1,0.119,1.72e-06,0.0938,0.408,76.732,229406,4
98,3Q8avvsQE7mtTXT2TrDx3I,Sincericidio,Leiva,53,2016-08-26,0.566,0.81,0,-5.235,1,0.000543,0.000397,0.0975,0.258,124.885,251453,4
99,2zkVH2daHyjS51g7PRJFDn,¿Qué Ha Pasao'?,Sofía Reyes,56,2019-10-01,0.648,0.752,7,-4.13,1,0.315,0.0,0.201,0.405,178.228,198053,4
100,3XvMGisPMosHlT5oOg2E7N,Hijos de la Tierra,Nil Moliner,43,2017-12-01,0.871,0.71,7,-6.698,1,0.267,6.19e-06,0.076,0.973,141.005,210274,4
101,1QgfZsvA8tpsMVs1EylzYU,La chica de Ipanema,Jarabe De Palo,54,2017-12-01,0.779,0.613,9,-7.24,1,0.533,8.94e-05,0.118,0.812,152.066,251480,4
102,0Kqe9oR4EcLysmJB0JO7ne,Complicidad - Operación Triunfo 2017,Cepeda,0,2017-11-14,0.803,0.512,10,-8.541,1,0.124,0.0,0.1,0.787,104.027,181478,4
103,2QPAGoeoi9gKFAQIZpCs0S,Mi Teatro,Dani Martín,41,2013-09-17,0.359,0.581,9,-5.39,1,0.0214,0.0,0.102,0.412,82.796,228747,4
104,3hlYxsbq75SWlRfN7XR7Ax,El Secreto de las Tortugas - Version 2010,Maldita Nerea,55,2010-06-27,0.547,0.884,1,-5.483,1,0.106,9.56e-06,0.0715,0.886,169.954,238440,4
105,70VMbawI1hLFXejOo5eG5w,Te Quiodio,Pol Granch,41,2019-08-23,0.487,0.546,7,-7.729,1,0.134,0.0,0.125,0.446,83.006,151000,4
106,4VHXa2uKPIelx9YBBqkHtM,M Conformo,Pol Granch,36,2019-12-04,0.685,0.552,7,-7.348,1,0.433,0.0,0.112,0.32,80.016,206865,4
107,0w68w9Fjn8iF3YX7HyULb3,Llegará,Antonio Orozco,39,2013-01-01,0.48,0.838,6,-4.314,0,0.00183,0.0,0.0782,0.265,139.986,207693,4
108,5QbqwbvoBEwPD9xD9aQ2IO,Disparos,Dani Fernández,34,2019-03-01,0.587,0.847,9,-5.51,1,0.0622,1.25e-05,0.111,0.754,152.103,230724,4
109,5tzOL69W6lCp4gAomIXMnJ,Quédate conmigo,Pilar Moxó,59,2019-12-08,0.58,0.715,1,-4.74,1,0.677,0.0,0.243,0.46,145.91,216059,4
110,05j1BaD4oL8WnNJyIKdpgc,Tequila y Candela,Marlon,39,2019-10-09,0.605,0.804,7,-4.049,1,0.0338,0.0,0.0741,0.732,92.022,172345,4
111,32vFeint2YyhG15V5lsHRt,Amorfina,Marlon,39,2020-03-25,0.669,0.308,6,-8.829,1,0.639,0.0,0.28,0.318,79.619,179304,4
112,3GcufSNhGqsEyhJeCGW7nO,24/7,Marlon,33,2020-02-05,0.545,0.616,1,-5.637,1,0.0334,0.0,0.0968,0.683,156.055,197486,4
113,135xSFw3QlVAgPZk8qUiX7,Me supo a poco,Marlon,42,2018-04-06,0.594,0.654,10,-5.068,1,0.0718,0.0,0.284,0.691,90.026,211185,4
114,4lN533ecUjcnqTkdxaYoP2,Tocado y hundido,Melendi,56,2014-11-25,0.693,0.919,11,-3.737,1,0.136,0.0074,0.0901,0.729,102.052,211587,4
115,2GJyBJWPmnM7pK961cB6iV,La promesa,Melendi,65,2014-11-25,0.584,0.73,8,-5.095,1,0.0674,0.00849,0.288,0.414,153.929,233040,4
116,2R4uUwgfrFjT1kMGcPq6mp,Coincidir,Macaco,60,2015-03-23,0.529,0.543,8,-8.558,1,0.326,0.0,0.108,0.581,74.266,266627,4
117,2g25vi83iObKS4sAhflNH3,Belerofón,Taburete,1,2018-09-28,0.607,0.823,11,-4.614,1,0.229,0.0,0.189,0.688,131.017,216034,4
118,2uynv2Yi23wUILfpkRFGPd,Mi Religión,Nil Moliner,49,2019-05-31,0.851,0.729,5,-5.046,1,0.267,1.21e-06,0.197,0.973,106.011,191380,4
119,5EnaxC9amhXY55ezw87SL8,Bailemos,Dani Fernández,57,2019-05-24,0.649,0.555,1,-4.655,1,0.0616,3.45e-06,0.0874,0.607,128.009,210469,4
120,30ddpolNHwXlrS5XO8MiiO,"Marta, Sebas, Guille y los demás",Amaral,57,2005-03-14,0.598,0.853,2,-4.559,1,0.269,0.0,0.112,0.66,102.473,223187,4
121,4r65XDXpFbFgds3lDIf0EP,Un Planeta Llamado Nosotros,Maldita Nerea,0,2019-06-28,0.659,0.544,10,-7.053,1,0.176,0.0,0.0919,0.826,100.932,225920,4
122,5SeYlZyKVENMOxiSPQkKyw,El Fin del Mundo,Axolotes Mexicanos,60,2019-11-29,0.6,0.866,4,-4.599,1,0.000839,0.0,0.094,0.676,127.056,188094,4
123,1LuW4h5s9ZumBbMh7qhDDj,Una Foto en Blanco y Negro,El Canto Del Loco,59,2003,0.545,0.875,1,-3.714,1,0.0737,0.0,0.215,0.675,139.008,209893,4
124,5dncXckT4fSDlyEL9QgzuY,Pienso en Aquella Tarde,Pereza,55,2003-07-11,0.313,0.869,7,-4.206,1,0.0023,0.0,0.47,0.461,83.085,172600,4
125,2wvmkXG4foIJ2xUiwLhBjA,Moving,Macaco,45,2009-03-03,0.78,0.754,2,-7.785,1,0.0452,0.0,0.0967,0.558,149.946,199960,4
126,1x0ISMkTdmhfqSh4Q3GDdL,Como Estrellas,LA YOUNG,0,2019-10-21,0.739,0.496,6,-6.063,1,0.755,0.0,0.259,0.775,113.332,219012,5
127,00QBHaaP4KUcjlmxWriMbC,Más De Lo Que Aposté,Morat,66,2020-07-30,0.621,0.918,1,-3.01,0,0.0754,0.0,0.13,0.834,151.988,205031,4
128,7BEPdOI0neT6p7PnLViqmH,Bajo La Mesa,Sebastian Yatra,64,2020-05-22,0.716,0.624,6,-5.398,0,0.238,0.0,0.128,0.783,90.983,157081,4
129,4VmVG1s2N9ZglNq2Hd7Ub7,Por Última Vez,Nil Moliner,42,2020-02-21,0.641,0.398,8,-9.614,1,0.618,0.0,0.186,0.658,85.023,192420,4
130,2ptZxf0K480OMZbODKZhVC,Me Vale,Miki Núñez,43,2020-05-07,0.525,0.782,9,-4.158,1,0.00145,0.0,0.0778,0.738,159.926,195538,4
131,35qwAQ3oZeKAMhR3hCV9IM,Si Tú La Quieres,Aitana,60,2020-04-02,0.748,0.778,0,-4.582,0,0.147,1.57e-06,0.093,0.607,100.053,224761,4
132,0NbBNLrvQKooffdK2jsSFU,Deshazte de Mi,Malú,43,2013-10-14,0.558,0.767,7,-3.348,1,0.413,0.0,0.106,0.533,158.956,238280,3
133,2fF6Kma5cZBvDCyEKq30tb,A Prueba de Ti,Malú,46,2013-10-14,0.557,0.913,5,-2.833,1,0.0601,0.0,0.117,0.697,89.987,212787,4
134,7yjTvUlvx7S1pneUODlGBg,La Casa No Es Igual,Melendi,49,2016-11-11,0.485,0.683,0,-5.188,0,0.493,0.0,0.144,0.303,174.129,213240,4
135,66VmioeXL4i1TCfHIO8R9t,Desde Que Estamos Juntos,Melendi,57,2016-11-11,0.695,0.809,6,-6.002,1,0.164,0.0,0.077,0.507,184.028,273293,4
136,4aAfLSx9IthpC3Pw5pNk3E,Como Si Fueras a Morir Mañana,Leiva,61,2019-03-22,0.46,0.816,3,-6.576,1,0.00144,0.0,0.11,0.373,143.892,240984,4
137,6x3QIoNigqF82XJAFxTsya,Manos Al Aire,Nelly Furtado,51,2009-01-01,0.773,0.762,2,-3.815,1,0.0159,0.000186,0.0998,0.894,125.007,209093,4
138,6jsky6B02yuOjAqDHo281k,Te He Echado De Menos - Radio Edit,Pablo Alborán,0,2012-02-28,0.688,0.678,7,-6.805,1,0.196,0.0,0.157,0.541,140.93,231300,4
139,6WjGi2WtgBNOkalkUcDgEn,Ya No,Manuel Carrasco,0,2015-10-30,0.505,0.776,10,-6.121,1,0.417,0.0,0.0691,0.469,139.983,226160,4
140,5zNlrLpJFZt3RvRe9A0Hed,Mi Religión,Nil Moliner,49,2020-02-21,0.851,0.729,5,-5.046,1,0.267,1.21e-06,0.197,0.973,106.011,191380,4
141,4C2zOFgrXxfNGNpYQWIcaH,Labios Compartidos,Maná,64,2006-08-18,0.527,0.898,0,-3.624,0,0.027,0.0,0.0686,0.462,162.058,317627,4
142,2sMxswHr9wX7kTUHULvJBJ,Destino o casualidad,Ha*Ash,71,2018-05-01,0.557,0.525,2,-6.324,1,0.524,0.0,0.113,0.362,153.247,258504,4
143,6yCjU5j6YHbux2VQCBTTE1,Tu jardín con enanitos,Melendi,68,2012-11-13,0.721,0.834,7,-4.457,1,0.337,0.0,0.104,0.53,127.92,236976,4
144,2XhcFO7GqaiPx9YtpTPjzG,Estamos Mal (feat. El Kanka),El Kanka,37,2020-07-03,0.946,0.673,4,-7.585,0,0.271,6.81e-06,0.142,0.962,120.019,132250,4
145,4FT39hcPLSrP02YDBqOGLe,The Bright Side,Oques Grasses,49,2020-06-26,0.777,0.885,11,-6.114,1,0.362,0.00183,0.054,0.922,98.956,173372,4
146,3GbyRmZVxkVpCGMs8qcqXz,Stay Homa,Sr. Wilson,37,2020-05-01,0.835,0.614,9,-6.927,1,0.597,0.0,0.246,0.962,79.92,136573,4
147,2yc9sElleYDl3NXMZSgsRv,Blanco y Negro,Malú,55,2010-05-08,0.472,0.831,3,-3.575,1,0.505,0.0,0.105,0.514,168.088,233667,3
