id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0vB4Vd6PtkJSEnWsmqATnZ,Nothing's Gonna Change My Love for You,George Benson,71,1985-01-15,0.553,0.614,1,-5.098,1,0.764,0.0,0.0811,0.345,136.628,242679,4
1nHN3m6EzCzKAmDgwoLBMD,In Your Eyes,George Benson,57,1983-05-18,0.547,0.243,9,-16.039,1,0.703,0.0,0.163,0.292,134.077,200640,4
62YP3NEB4FVPJ90XcgJQKS,Just Once,Quincy Jones,60,1981-03-28,0.543,0.241,0,-17.245,1,0.733,0.0,0.0944,0.326,71.878,273333,4
7IljDTNkQEyy77CcaRbiAj,Endless Love (with Mariah Carey),Mariah Carey,64,1994-09-20,0.231,0.477,10,-7.748,1,0.747,2.61e-06,0.122,0.235,95.969,259667,4
17CPezzLWzvGfpZW6X8XT0,"Say You, Say Me",Lionel Richie,71,1986,0.636,0.405,8,-11.113,1,0.355,0.0,0.0804,0.257,128.068,241067,4
3xvcFlh6hHqxyiAFkqpsjZ,Always and Forever,Luther Vandross,60,1994-09-20,0.429,0.413,4,-9.566,1,0.669,7.9e-06,0.288,0.155,149.312,292733,3
1SjqD5q2WvpjOFIklP7sxD,You Are Everything,Marvin Gaye,60,1973-10-26,0.521,0.525,10,-9.581,1,0.0306,2.2e-05,0.145,0.495,150.392,190440,4
3uJ8zHRASayItvcSRh8TIm,Let's Stay Together,Al Green,0,2007,0.728,0.467,5,-7.394,1,0.527,2.4e-05,0.0416,0.584,101.536,198533,4
1k1Bqnv2R0uJXQN4u6LKYt,Ain't No Sunshine,Bill Withers,79,1971-05-01,0.527,0.415,4,-11.451,0,0.457,1.72e-05,0.117,0.515,78.169,125093,4
3M8FzayQWtkvOhqMn2V4T2,Lean on Me,Bill Withers,72,1972-05-01,0.619,0.22,0,-13.843,1,0.782,1.19e-05,0.124,0.426,75.143,258835,4
6qOpPdEPCT8XImFvu5Tknh,Forever By Your Side,The Manhattans,35,2015,0.599,0.247,3,-14.243,1,0.394,0.0,0.0755,0.122,62.318,266947,4
26b2c6d8TBOSNQznQXFdQa,And I Am Telling You I'm Not Going,Jennifer Hudson,59,2006-12-04,0.464,0.735,5,-5.202,0,0.187,0.0,0.161,0.339,122.714,305373,4
7kwh6Gc7UfKQ2bgjg9rpSX,I Am Changing,Jennifer Hudson,37,2006-01-09,0.364,0.483,10,-6.131,1,0.116,0.0,0.343,0.294,82.464,242973,3
0X6urbVPZcWoeb68fTsmV3,I Can't Wait,PJ Morton,60,2020-07-03,0.386,0.304,10,-7.425,1,0.84,0.0,0.112,0.241,122.133,131958,4
5spAjqC772iC2KzDvEkmSr,A Song for You,Donny Hathaway,64,1971,0.332,0.22,5,-13.157,1,0.821,0.000205,0.245,0.0719,100.196,325947,4
38TkuLlr6OI7zCFGpQhcty,Somebody Loves You Baby (You Know Who It Is),Patti LaBelle,32,2003-01-01,0.63,0.643,4,-8.649,0,0.506,1.53e-06,0.208,0.46,129.729,293293,4
4aOYzIRv0jl8VShCWZr1hA,When a Man Loves a Woman - 2000 Remaster,Percy Sledge,50,2010-12-13,0.526,0.436,1,-6.02,1,0.0981,7.69e-06,0.118,0.286,96.903,175693,3
6ft9PAgNOjmZ2kFVP7LGqb,Can't Take My Eyes off You,Frankie Valli,71,2003-01-14,0.575,0.764,4,-7.448,1,0.566,1.07e-05,0.0692,0.536,123.821,203240,4
0ZcWaF2LUfN7n58GFbexxi,Precious Lord,B.B. King,11,2012-01-01,0.279,0.356,7,-9.433,1,0.743,1.75e-05,0.454,0.33,185.057,202960,3
7caj6X6NMX3tlhWnu1du6V,We Belong Together,Ritchie Valens,69,1959,0.684,0.247,5,-13.71,1,0.872,0.000166,0.113,0.768,106.522,116627,3
0VE4ayVlGs5DBoqOdgJ0Zv,Donna - Single Version,Ritchie Valens,59,1959,0.472,0.225,5,-12.581,1,0.864,0.0,0.111,0.29,100.299,150973,3
3Th9PrW487acngYYmeRf8W,If I Give My Heart To You,The Teddy Bears,32,2011-01-01,0.491,0.292,9,-9.52,1,0.858,0.000144,0.118,0.287,112.887,117840,4
4GXXOBUEpCr58TFHIkLrZ0,Red Roses For A Blue Lady,Bert Kaempfert,53,1964-01-01,0.612,0.306,7,-12.595,1,0.86,0.705,0.137,0.376,117.711,139653,4
3QBm996NTmeI6DNP6i9hoC,All I Have to Do Is Dream,The Everly Brothers,30,2019-05-31,0.534,0.462,4,-8.172,1,0.839,0.0,0.129,0.534,96.195,143333,4
0ZFqB9g2FujbmMSrjqsL3j,Ben - Single Version,Michael Jackson,54,1972-08-04,0.435,0.161,5,-10.84,1,0.911,0.000214,0.113,0.291,136.166,167387,4
5RdhBLmB4DyFHLglRrfx63,I'll Be There,The Jackson 5,69,1970-09-08,0.51,0.515,5,-7.247,1,0.593,1.24e-06,0.654,0.331,93.212,237760,4
66D7zHfeW0frszhjR9ewZ1,Only You (And You Alone),The Platters,0,1995-01-01,0.411,0.28,3,-11.961,1,0.956,0.0,0.12,0.309,80.337,155693,4
2qhASBzpbFhPRtrnZ5lLnz,Unchained Melody,The Righteous Brothers,76,1965-04-04,0.339,0.208,0,-16.725,1,0.396,0.000519,0.18,0.288,98.54,218013,3
3KzgdYUlqV6TOG7JCmx2Wg,Beyond the Sea,Bobby Darin,70,1959,0.521,0.516,2,-7.456,0,0.723,0.0,0.257,0.569,136.483,172480,4
3NvYPUNu6nwQgN31UnoDbn,"Freddie Freeloader (feat. John Coltrane, Cannonball Adderley, Wynton Kelly & Paul Chambers)",Paul Chambers,54,1959-08-17,0.629,0.278,8,-12.229,1,0.662,0.000229,0.106,0.503,128.453,586493,4
5Li88NjZlTMl8v68GIJJ5v,If I Should Lose You - Remastered 1999/Rudy Van Gelder Edition,Hank Mobley,39,1990,0.537,0.37,2,-9.523,0,0.876,0.00839,0.0706,0.709,183.349,310520,4
2BhU0Hl5OatWiCW93pE2b8,Remember - Remastered,Hank Mobley,53,1990,0.539,0.403,8,-9.168,1,0.794,0.000613,0.278,0.699,165.301,342333,4
777J0UNFq2l0qDlKExpT7n,Dig Dis (Remastered),Hank Mobley,0,2014-09-01,0.599,0.444,5,-8.648,0,0.82,0.000474,0.122,0.508,142.812,369387,4
3HIO2Ysxx47gnwMGWy7dwB,Soul Station - Remastered 1999/Rudy Van Gelder Edition,Hank Mobley,38,1990,0.736,0.368,8,-9.298,1,0.799,0.000195,0.189,0.453,101.766,547427,4
6eCsRg7OBi1zT2CEKKyoXN,Fever - Remastered,Robert Norberg,51,1995-01-01,0.794,0.0715,7,-21.305,1,0.388,0.0,0.111,0.333,68.331,202507,4
4c0Mgs559lG4sPiEC3XcxY,To Know You Is To Love You,B.B. King,56,1973-01-01,0.872,0.384,0,-16.204,1,0.418,0.317,0.0687,0.938,102.597,515000,4
